"","class","voting","sex","educnew","incomenew","racenew"
"5469",1,"dem<10%","Male",3,3,"White"
"5470",2,"60%>rep>10%","Female",2,2,"White"
"5471",3,"60%>rep>10%","Male",3,3,"White"
"5472",2,"60%>rep>10%","Female",3,5,"White"
"5473",1,"60%>rep>10%","Female",2,1,"White"
"5474",2,"60%>rep>10%","Male",3,3,"White"
"5475",2,"60%>rep>10%","Female",1,4,"White"
"5476",1,"60%>rep>10%","Male",1,1,"White"
"5477",1,"60%>rep>10%","Female",1,4,"White"
"5478",1,"60%>rep>10%","Male",3,3,"White"
"5479",3,"60%>rep>10%","Male",3,5,"White"
"5480",2,"rep<10%","Female",1,4,"White"
"5481",2,"rep<10%","Male",2,1,"White"
"5482",2,"rep<10%","Male",1,3,"White"
"5483",1,"rep<10%","Female",1,1,"White"
"5484",2,"rep<10%","Male",1,1,"White"
"5485",1,"rep<10%","Male",2,3,"White"
"5486",2,"rep<10%","Male",3,2,"White"
"5487",1,"60%>rep>10%","Female",3,2,"White"
"5488",1,"60%>rep>10%","Female",1,2,"White"
"5489",2,"60%>rep>10%","Female",2,4,"White"
"5490",2,"60%>rep>10%","Female",3,3,"White"
"5491",1,"60%>rep>10%","Female",1,3,"White"
"5492",1,"60%>rep>10%","Female",2,1,"White"
"5493",2,"60%>rep>10%","Male",3,5,"White"
"5494",3,"60%>rep>10%","Female",2,3,"White"
"5495",2,"60%>rep>10%","Female",3,3,"White"
"5496",1,"60%>rep>10%","Female",2,1,"White"
"5497",1,"60%>rep>10%","Female",2,3,"White"
"5498",1,"60%>rep>10%","Female",1,2,"White"
"5499",1,"60%>rep>10%","Male",1,2,"White"
"5500",2,"60%>rep>10%","Male",1,2,"White"
"5501",1,"60%>rep>10%","Male",1,1,"White"
"5502",2,"60%>rep>10%","Female",3,5,"White"
"5503",1,"60%>dem>10%","Female",1,2,"White"
"5504",2,"60%>dem>10%","Male",2,4,"White"
"5505",2,"60%>dem>10%","Female",3,4,"White"
"5506",2,"60%>dem>10%","Female",3,3,"White"
"5507",3,"60%>dem>10%","Female",3,4,"White"
"5508",2,"60%>dem>10%","Female",3,4,"White"
"5509",2,"60%>dem>10%","Male",3,2,"White"
"5510",2,"60%>dem>10%","Female",3,2,"White"
"5511",3,"60%>dem>10%","Female",3,1,"White"
"5512",2,"60%>dem>10%","Male",3,2,"White"
"5513",2,"60%>dem>10%","Female",1,1,"White"
"5514",1,"60%>dem>10%","Male",2,3,"White"
"5515",3,"60%>dem>10%","Male",2,1,"White"
"5516",2,"60%>dem>10%","Female",2,1,"White"
"5517",2,"60%>dem>10%","Male",2,1,"White"
"5518",3,"60%>dem>10%","Female",3,1,"White"
"5519",2,"60%>dem>10%","Male",3,4,"White"
"5520",2,"60%>dem>10%","Female",3,3,"White"
"5521",1,"60%>dem>10%","Female",1,4,"White"
"5522",2,"60%>dem>10%","Female",3,2,"White"
"5523",2,"60%>dem>10%","Female",3,3,"White"
"5524",2,"60%>dem>10%","Male",1,2,"White"
"5525",2,"60%>dem>10%","Male",1,2,"White"
"5526",1,"60%>dem>10%","Male",2,1,"White"
"5527",1,"60%>dem>10%","Female",1,1,"Black"
"5528",2,"60%>dem>10%","Female",3,2,"White"
"5529",1,"60%>dem>10%","Female",1,1,"Black"
"5530",2,"60%>dem>10%","Female",2,2,"Black"
"5531",1,"60%>dem>10%","Female",2,1,"White"
"5532",1,"60%>dem>10%","Female",1,1,"Black"
"5533",1,"60%>dem>10%","Male",1,1,"Black"
"5534",1,"60%>dem>10%","Male",2,1,"Black"
"5535",1,"60%>dem>10%","Female",1,1,"Black"
"5536",2,"60%>dem>10%","Male",3,4,"White"
"5537",2,"60%>dem>10%","Female",2,2,"White"
"5538",2,"60%>dem>10%","Female",3,4,"Black"
"5539",1,"60%>dem>10%","Male",1,1,"Black"
"5540",1,"60%>dem>10%","Female",1,2,"White"
"5541",1,"60%>dem>10%","Male",1,3,"White"
"5542",1,"60%>dem>10%","Male",3,4,"White"
"5543",1,"60%>dem>10%","Male",1,1,"Black"
"5544",1,"60%>dem>10%","Female",1,1,"White"
"5545",1,"60%>dem>10%","Male",1,2,"White"
"5546",2,"60%>dem>10%","Female",2,2,"Black"
"5547",1,"60%>dem>10%","Male",1,2,"White"
"5548",3,"60%>dem>10%","Male",2,2,"White"
"5549",1,"60%>dem>10%","Female",2,1,"White"
"5550",1,"60%>dem>10%","Female",3,2,"White"
"5551",2,"60%>dem>10%","Male",3,2,"White"
"5552",1,"60%>dem>10%","Male",3,4,"White"
"5553",1,"60%>dem>10%","Female",2,2,"White"
"5554",1,"60%>dem>10%","Female",1,1,"Black"
"5555",1,"60%>dem>10%","Male",1,1,"Black"
"5556",2,"60%>dem>10%","Male",1,1,"Black"
"5557",2,"60%>dem>10%","Female",1,1,"White"
"5558",1,"60%>dem>10%","Male",2,4,"White"
"5559",2,"60%>dem>10%","Female",2,1,"Black"
"5560",1,"60%>dem>10%","Male",3,4,"Black"
"5561",2,"60%>dem>10%","Female",3,2,"Black"
"5562",2,"60%>dem>10%","Male",2,1,"White"
"5563",1,"60%>dem>10%","Male",2,4,"White"
"5564",2,"60%>dem>10%","Male",1,3,"Black"
"5565",1,"60%>dem>10%","Male",2,1,"Black"
"5566",2,"60%>dem>10%","Female",3,5,"Black"
"5567",1,"60%>dem>10%","Female",1,4,"White"
"5568",1,"60%>dem>10%","Male",1,3,"White"
"5569",1,"60%>dem>10%","Female",2,1,"Black"
"5570",1,"60%>dem>10%","Female",1,1,"Black"
"5571",2,"60%>dem>10%","Female",2,2,"White"
"5572",2,"60%>dem>10%","Male",1,3,"White"
"5573",2,"60%>dem>10%","Female",1,2,"Black"
"5574",1,"60%>dem>10%","Male",2,2,"White"
"5575",1,"60%>dem>10%","Male",1,1,"White"
"5576",2,"60%>dem>10%","Female",3,4,"White"
"5577",1,"60%>dem>10%","Female",3,3,"Black"
"5578",2,"60%>dem>10%","Female",2,1,"Black"
"5579",1,"60%>dem>10%","Male",2,1,"White"
"5580",1,"60%>dem>10%","Male",2,1,"White"
"5581",1,"60%>dem>10%","Male",1,1,"Black"
"5582",2,"60%>dem>10%","Female",2,2,"Black"
"5583",1,"60%>dem>10%","Male",1,2,"White"
"5584",1,"60%>dem>10%","Female",1,2,"White"
"5585",1,"60%>dem>10%","Male",2,2,"White"
"5586",1,"60%>dem>10%","Male",2,2,"Black"
"5587",2,"60%>dem>10%","Male",1,2,"White"
"5588",2,"60%>dem>10%","Female",3,1,"White"
"5589",1,"60%>dem>10%","Female",1,1,"White"
"5590",1,"60%>dem>10%","Male",2,1,"Black"
"5591",1,"60%>dem>10%","Female",1,1,"Black"
"5592",1,"60%>dem>10%","Male",1,1,"White"
"5593",1,"60%>dem>10%","Female",2,2,"White"
"5594",1,"60%>dem>10%","Female",1,2,"White"
"5595",1,"60%>dem>10%","Female",3,1,"White"
"5596",1,"60%>dem>10%","Female",1,3,"White"
"5597",1,"60%>dem>10%","Female",1,1,"Black"
"5598",1,"60%>dem>10%","Male",2,3,"White"
"5599",1,"60%>dem>10%","Male",1,3,"Black"
"5600",1,"60%>dem>10%","Female",1,1,"Black"
"5601",1,"60%>dem>10%","Male",3,3,"White"
"5602",2,"60%>dem>10%","Female",2,1,"White"
"5603",2,"60%>dem>10%","Female",1,1,"Black"
"5604",1,"60%>dem>10%","Female",2,1,"White"
"5605",1,"60%>dem>10%","Female",2,1,"Black"
"5606",2,"60%>dem>10%","Male",1,2,"White"
"5607",2,"60%>dem>10%","Female",2,2,"Black"
"5608",1,"60%>dem>10%","Male",1,2,"White"
"5609",1,"60%>dem>10%","Male",1,3,"White"
"5610",1,"60%>dem>10%","Male",1,2,"Black"
"5611",1,"60%>dem>10%","Male",1,1,"White"
"5612",1,"60%>dem>10%","Female",2,2,"Black"
"5613",1,"60%>dem>10%","Female",1,2,"White"
"5614",3,"60%>dem>10%","Male",2,1,"Black"
"5615",1,"60%>dem>10%","Female",3,5,"White"
"5616",1,"60%>dem>10%","Male",1,1,"Black"
"5617",1,"60%>dem>10%","Male",1,3,"Black"
"5618",1,"60%>dem>10%","Female",1,1,"White"
"5619",1,"60%>dem>10%","Male",1,1,"Asian"
"5620",1,"60%>dem>10%","Female",1,2,"White"
"5621",1,"60%>dem>10%","Female",2,1,"Black"
"5622",2,"60%>dem>10%","Male",3,3,"White"
"5623",1,"60%>dem>10%","Female",1,1,"White"
"5624",2,"60%>dem>10%","Female",2,1,"Black"
"5625",1,"60%>dem>10%","Male",2,1,"White"
"5626",1,"60%>dem>10%","Male",2,1,"White"
"5627",1,"60%>dem>10%","Male",2,2,"White"
"5628",2,"60%>dem>10%","Male",2,2,"White"
"5629",1,"60%>dem>10%","Male",2,2,"White"
"5630",3,"60%>dem>10%","Female",3,3,"Black"
"5631",1,"60%>dem>10%","Male",2,2,"Other race"
"5632",2,"60%>dem>10%","Male",2,3,"White"
"5633",3,"rep<10%","Female",3,3,"White"
"5634",3,"rep<10%","Male",3,3,"White"
"5635",1,"rep<10%","Male",2,2,"White"
"5636",1,"rep<10%","Male",1,1,"Black"
"5637",2,"rep<10%","Male",1,1,"Black"
"5638",1,"rep<10%","Female",2,3,"White"
"5639",1,"rep<10%","Male",2,3,"Black"
"5640",1,"rep<10%","Female",2,2,"White"
"5641",2,"rep<10%","Male",2,2,"White"
"5642",2,"rep<10%","Female",2,2,"White"
"5643",2,"rep<10%","Female",1,3,"White"
"5644",1,"rep<10%","Male",2,3,"White"
"5645",2,"rep<10%","Female",2,3,"White"
"5646",1,"rep<10%","Male",1,3,"White"
"5647",1,"rep<10%","Male",1,1,"Black"
"5648",2,"rep<10%","Female",3,2,"White"
"5649",2,"rep<10%","Male",2,1,"Black"
"5650",1,"rep<10%","Female",3,2,"Asian"
"5651",2,"rep<10%","Male",3,1,"White"
"5652",1,"rep<10%","Female",1,1,"Black"
"5653",1,"rep<10%","Male",3,4,"White"
"5654",3,"rep<10%","Female",2,3,"White"
"5655",1,"rep<10%","Female",3,3,"White"
"5656",1,"rep<10%","Male",3,3,"White"
"5657",2,"rep<10%","Female",2,5,"White"
"5658",2,"rep<10%","Female",3,5,"White"
"5659",1,"rep<10%","Female",3,3,"White"
"5660",1,"rep<10%","Male",2,2,"White"
"5661",1,"rep<10%","Female",2,3,"White"
"5662",1,"rep<10%","Male",1,3,"White"
"5663",1,"rep<10%","Male",1,4,"White"
"5664",2,"dem<10%","Female",3,5,"White"
"5665",3,"dem<10%","Female",3,4,"White"
"5666",2,"dem<10%","Female",3,5,"White"
"5667",1,"dem<10%","Male",1,2,"White"
"5668",1,"dem<10%","Female",1,2,"White"
"5669",2,"dem<10%","Female",3,2,"Asian"
"5670",1,"dem<10%","Female",2,4,"White"
"5671",2,"dem<10%","Female",3,4,"White"
"5672",1,"dem<10%","Male",3,5,"White"
"5673",3,"dem<10%","Male",3,3,"White"
"5674",1,"dem<10%","Female",3,2,"White"
"5675",1,"dem<10%","Male",1,3,"White"
"5676",2,"dem<10%","Female",3,2,"White"
"5677",3,"dem<10%","Female",3,2,"White"
"5678",1,"dem<10%","Female",2,3,"White"
"5679",2,"dem<10%","Male",2,2,"White"
"5680",2,"dem<10%","Female",1,3,"White"
"5681",3,"dem<10%","Female",3,3,"White"
"5682",2,"dem<10%","Female",2,5,"White"
"5683",1,"dem<10%","Female",1,1,"White"
"5684",1,"dem<10%","Female",2,2,"White"
"5685",1,"dem<10%","Female",1,2,"Asian"
"5686",1,"dem<10%","Male",2,1,"White"
"5687",3,"dem<10%","Female",2,3,"White"
"5688",1,"dem<10%","Male",1,1,"White"
"5689",1,"dem<10%","Male",1,1,"White"
"5690",2,"dem<10%","Female",1,3,"White"
"5691",2,"dem<10%","Male",2,5,"Asian"
"5692",3,"dem<10%","Male",1,2,"White"
"5693",1,"dem<10%","Male",1,1,"White"
"5694",2,"dem<10%","Male",3,2,"White"
"5695",2,"dem<10%","Female",1,4,"White"
"5696",3,"dem<10%","Female",2,2,"White"
"5697",2,"dem<10%","Female",2,2,"White"
"5698",1,"dem<10%","Male",3,1,"Black"
"5699",2,"dem<10%","Female",3,3,"White"
"5700",1,"dem<10%","Male",3,1,"White"
"5701",1,"dem<10%","Male",1,2,"White"
"5702",3,"60%>dem>10%","Female",2,3,"White"
"5703",1,"60%>dem>10%","Male",1,1,"Black"
"5704",1,"60%>dem>10%","Female",3,3,"Asian"
"5705",2,"60%>dem>10%","Male",1,1,"Asian"
"5706",1,"60%>dem>10%","Female",2,1,"White"
"5707",1,"60%>dem>10%","Female",2,2,"Other race"
"5708",1,"60%>dem>10%","Male",3,5,"White"
"5709",2,"60%>dem>10%","Female",2,1,"Other race"
"5710",1,"60%>dem>10%","Male",1,1,"Black"
"5711",1,"60%>dem>10%","Male",3,5,"White"
"5712",1,"60%>dem>10%","Female",3,4,"White"
"5713",2,"60%>dem>10%","Male",3,3,"White"
"5714",1,"60%>dem>10%","Female",3,2,"White"
"5715",2,"60%>dem>10%","Female",3,4,"White"
"5716",1,"60%>dem>10%","Male",1,1,"Asian"
"5717",2,"60%>dem>10%","Male",3,4,"White"
"5718",1,"60%>dem>10%","Male",1,2,"White"
"5719",2,"60%>dem>10%","Female",2,1,"White"
"5720",1,"60%>dem>10%","Male",1,3,"White"
"5721",2,"60%>dem>10%","Male",3,3,"White"
"5722",3,"60%>dem>10%","Male",3,3,"White"
"5723",1,"60%>dem>10%","Female",3,4,"White"
"5724",1,"60%>dem>10%","Male",2,1,"White"
"5725",3,"60%>dem>10%","Female",2,2,"White"
"5726",2,"60%>dem>10%","Female",2,3,"White"
"5727",3,"60%>dem>10%","Male",3,2,"White"
"5728",2,"60%>dem>10%","Female",2,5,"Asian"
"5729",2,"60%>dem>10%","Female",2,3,"Asian"
"5730",2,"60%>dem>10%","Female",3,3,"White"
"5731",1,"60%>dem>10%","Male",1,1,"Black"
"5732",1,"60%>dem>10%","Male",3,5,"White"
"5733",2,"60%>dem>10%","Female",2,5,"White"
"5734",2,"60%>dem>10%","Male",2,2,"White"
"5735",2,"60%>dem>10%","Male",3,4,"White"
"5736",1,"60%>dem>10%","Male",1,2,"Black"
"5737",2,"60%>dem>10%","Male",3,1,"White"
"5738",2,"60%>dem>10%","Female",3,4,"White"
"5739",2,"60%>dem>10%","Female",1,4,"White"
"5740",1,"60%>dem>10%","Male",1,2,"White"
"5741",2,"60%>dem>10%","Male",2,2,"White"
"5742",2,"60%>dem>10%","Female",3,2,"White"
"5743",1,"60%>dem>10%","Female",3,2,"Asian"
"5744",1,"60%>dem>10%","Female",2,2,"White"
"5745",3,"60%>dem>10%","Male",2,4,"White"
"5746",2,"60%>dem>10%","Female",3,2,"White"
"5747",3,"60%>dem>10%","Female",3,5,"White"
"5748",1,"60%>dem>10%","Female",2,1,"White"
"5749",1,"60%>dem>10%","Female",2,2,"White"
"5750",2,"60%>dem>10%","Male",3,1,"White"
"5751",2,"60%>dem>10%","Female",2,2,"White"
"5752",1,"60%>dem>10%","Male",1,1,"White"
"5753",2,"60%>dem>10%","Male",3,5,"White"
"5754",2,"60%>dem>10%","Female",3,4,"White"
"5755",2,"60%>dem>10%","Female",3,4,"White"
"5756",1,"60%>dem>10%","Female",1,2,"White"
"5757",2,"60%>dem>10%","Female",3,5,"White"
"5758",1,"60%>dem>10%","Female",2,4,"White"
"5759",3,"60%>dem>10%","Female",3,4,"White"
"5760",2,"60%>dem>10%","Female",1,3,"White"
"5761",2,"60%>dem>10%","Male",3,4,"White"
"5762",3,"60%>dem>10%","Male",3,3,"White"
"5763",1,"60%>dem>10%","Male",2,1,"White"
"5764",1,"60%>dem>10%","Female",1,2,"White"
"5765",2,"60%>dem>10%","Male",2,2,"White"
"5766",2,"60%>dem>10%","Female",3,4,"Asian"
"5767",2,"60%>dem>10%","Female",3,2,"Asian"
"5768",1,"60%>dem>10%","Female",2,3,"Asian"
"5769",2,"60%>dem>10%","Female",1,3,"White"
"5770",2,"60%>dem>10%","Male",2,3,"White"
"5771",2,"60%>dem>10%","Male",2,2,"White"
"5772",2,"60%>dem>10%","Female",3,3,"White"
"5773",1,"60%>dem>10%","Female",2,1,"White"
"5774",1,"60%>dem>10%","Male",1,2,"White"
"5775",3,"60%>dem>10%","Female",3,3,"White"
"5776",3,"60%>dem>10%","Female",2,3,"White"
"5777",2,"60%>dem>10%","Male",2,1,"White"
"5778",1,"60%>dem>10%","Male",3,3,"White"
"5779",3,"60%>dem>10%","Male",3,5,"White"
"5780",3,"60%>dem>10%","Female",3,1,"White"
"5781",1,"60%>dem>10%","Female",2,1,"White"
"5782",2,"60%>dem>10%","Female",3,2,"White"
"5783",1,"60%>dem>10%","Male",2,1,"White"
"5784",2,"60%>dem>10%","Female",3,2,"White"
"5785",3,"60%>dem>10%","Female",3,4,"White"
"5786",1,"60%>dem>10%","Female",3,4,"White"
"5787",1,"60%>dem>10%","Male",2,2,"White"
"5788",2,"60%>dem>10%","Female",3,3,"White"
"5789",1,"60%>dem>10%","Male",1,1,"White"
"5790",2,"60%>dem>10%","Female",3,3,"White"
"5791",1,"dem<10%","Female",2,3,"White"
"5792",2,"dem<10%","Female",2,3,"White"
"5793",2,"dem<10%","Female",1,1,"White"
"5794",1,"dem<10%","Male",1,1,"White"
"5795",2,"dem<10%","Male",2,1,"White"
"5796",2,"dem<10%","Female",1,1,"White"
"5797",2,"dem<10%","Female",3,2,"White"
"5798",3,"dem<10%","Male",3,3,"White"
"5799",2,"dem<10%","Female",3,4,"White"
"5800",1,"dem<10%","Male",3,4,"Asian"
"5801",1,"dem<10%","Male",1,3,"White"
"5802",1,"dem<10%","Male",3,4,"Asian"
"5803",3,"dem<10%","Male",1,1,"White"
"5804",1,"dem<10%","Male",2,3,"White"
"5805",1,"dem<10%","Male",2,3,"White"
"5806",3,"dem<10%","Female",1,3,"White"
"5807",1,"dem<10%","Female",2,1,"White"
"5808",1,"dem<10%","Female",1,2,"White"
"5809",1,"dem<10%","Female",1,5,"White"
"5810",2,"dem<10%","Female",2,1,"White"
"5811",1,"dem<10%","Female",3,4,"White"
"5812",1,"dem<10%","Female",3,3,"White"
"5813",2,"dem<10%","Female",2,2,"Other race"
"5814",1,"dem<10%","Female",2,2,"White"
"5815",2,"dem<10%","Male",3,4,"White"
"5816",3,"dem<10%","Male",1,3,"White"
"5817",2,"dem<10%","Female",1,2,"White"
"5818",1,"dem<10%","Female",3,2,"White"
"5819",1,"dem<10%","Female",3,2,"White"
"5820",2,"dem<10%","Female",3,2,"White"
"5821",1,"dem<10%","Female",1,2,"White"
"5822",1,"dem<10%","Male",1,3,"White"
"5823",2,"dem<10%","Male",3,3,"White"
"5824",1,"dem<10%","Female",1,1,"White"
"5825",1,"dem<10%","Female",1,3,"White"
"5826",1,"dem<10%","Male",3,3,"White"
"5827",2,"dem<10%","Female",2,2,"White"
"5828",2,"dem<10%","Female",3,4,"White"
"5829",2,"dem<10%","Female",3,2,"White"
"5830",1,"dem<10%","Female",1,2,"White"
"5831",1,"dem<10%","Female",3,3,"White"
"5832",2,"dem<10%","Female",1,2,"White"
"5833",1,"dem<10%","Male",2,2,"White"
"5834",2,"dem<10%","Female",3,1,"White"
"5835",2,"60%>rep>10%","Male",3,2,"White"
"5836",1,"60%>rep>10%","Female",2,4,"White"
"5837",1,"60%>rep>10%","Female",3,4,"White"
"5838",1,"60%>rep>10%","Male",1,1,"White"
"5839",2,"60%>rep>10%","Female",2,3,"White"
"5840",2,"60%>rep>10%","Male",1,4,"White"
"5841",1,"60%>rep>10%","Female",3,5,"White"
"5842",2,"60%>rep>10%","Female",3,3,"White"
"5843",2,"60%>rep>10%","Female",2,2,"White"
"5844",1,"60%>rep>10%","Male",1,5,"White"
"5845",2,"60%>rep>10%","Female",1,2,"White"
"5846",2,"60%>rep>10%","Male",2,3,"White"
"5847",1,"60%>rep>10%","Male",1,4,"White"
"5848",1,"60%>rep>10%","Male",1,1,"White"
"5849",1,"60%>rep>10%","Female",1,2,"White"
"5850",2,"60%>rep>10%","Female",2,4,"White"
"5851",1,"60%>rep>10%","Male",1,1,"White"
"5852",2,"60%>rep>10%","Female",2,5,"White"
"5853",2,"60%>dem>10%","Male",2,4,"White"
"5854",1,"60%>dem>10%","Male",3,2,"Black"
"5855",1,"60%>dem>10%","Female",2,2,"Black"
"5856",2,"60%>dem>10%","Female",2,2,"White"
"5857",2,"60%>dem>10%","Male",2,2,"White"
"5858",2,"60%>dem>10%","Female",2,4,"White"
"5859",1,"60%>dem>10%","Female",1,1,"White"
"5860",2,"60%>dem>10%","Female",3,4,"White"
"5861",2,"60%>dem>10%","Female",2,3,"Black"
"5862",1,"60%>dem>10%","Male",2,4,"White"
"5863",1,"60%>dem>10%","Male",1,3,"White"
"5864",1,"60%>dem>10%","Female",2,1,"White"
"5865",2,"60%>dem>10%","Female",1,2,"White"
"5866",1,"60%>dem>10%","Female",1,1,"Black"
"5867",2,"60%>dem>10%","Female",1,3,"Black"
"5868",1,"60%>dem>10%","Male",3,1,"White"
"5869",1,"60%>dem>10%","Male",1,5,"White"
"5870",1,"60%>dem>10%","Female",2,2,"Black"
"5871",1,"60%>dem>10%","Male",1,3,"Black"
"5872",2,"60%>dem>10%","Male",3,2,"White"
"5873",1,"60%>dem>10%","Female",3,4,"White"
"5874",1,"60%>dem>10%","Male",2,3,"Black"
"5875",2,"60%>dem>10%","Female",3,3,"White"
"5876",1,"60%>dem>10%","Male",2,3,"Black"
"5877",1,"60%>dem>10%","Female",3,4,"White"
"5878",1,"60%>dem>10%","Female",1,1,"White"
"5879",3,"60%>dem>10%","Female",3,3,"White"
"5880",2,"60%>dem>10%","Female",2,1,"White"
"5881",2,"60%>dem>10%","Male",2,5,"White"
"5882",1,"60%>dem>10%","Male",1,2,"White"
"5883",1,"60%>dem>10%","Female",3,5,"White"
"5884",2,"60%>dem>10%","Male",3,2,"White"
"5885",2,"60%>dem>10%","Female",2,3,"White"
"5886",2,"60%>dem>10%","Female",3,3,"White"
"5887",2,"60%>dem>10%","Female",3,3,"White"
"5888",2,"60%>dem>10%","Male",3,4,"White"
"5889",3,"60%>dem>10%","Female",2,1,"White"
"5890",1,"60%>dem>10%","Male",3,3,"Black"
"5891",1,"60%>dem>10%","Male",3,2,"White"
"5892",1,"60%>dem>10%","Male",1,1,"Black"
"5893",2,"60%>dem>10%","Female",3,3,"White"
"5894",3,"60%>dem>10%","Female",3,4,"White"
"5895",1,"60%>dem>10%","Male",2,3,"Black"
"5896",2,"60%>dem>10%","Female",1,1,"Black"
"5897",3,"60%>dem>10%","Male",3,2,"White"
"5898",2,"60%>dem>10%","Male",3,5,"White"
"5899",2,"60%>dem>10%","Female",3,2,"White"
"5900",1,"60%>dem>10%","Female",1,5,"White"
"5901",1,"60%>dem>10%","Male",1,1,"White"
"5902",3,"60%>dem>10%","Male",2,5,"White"
"5903",3,"60%>dem>10%","Male",3,5,"White"
"5904",2,"60%>dem>10%","Female",2,2,"Black"
"5905",1,"60%>dem>10%","Male",1,2,"Black"
"5906",2,"60%>dem>10%","Female",3,2,"White"
"5907",1,"60%>dem>10%","Male",1,1,"White"
"5908",1,"60%>dem>10%","Female",1,2,"Black"
"5909",1,"60%>dem>10%","Female",2,3,"Black"
"5910",1,"60%>dem>10%","Female",1,2,"White"
"5911",2,"60%>dem>10%","Male",3,3,"White"
"5912",1,"60%>dem>10%","Female",3,3,"White"
"5913",2,"60%>dem>10%","Female",3,5,"White"
"5914",2,"60%>dem>10%","Male",3,3,"White"
"5915",1,"60%>dem>10%","Male",2,5,"White"
"5916",1,"60%>dem>10%","Female",3,2,"Black"
"5917",1,"60%>dem>10%","Male",1,2,"White"
"5918",3,"60%>dem>10%","Male",3,3,"White"
"5919",3,"60%>rep>10%","Female",3,4,"White"
"5920",2,"60%>rep>10%","Male",2,4,"White"
"5921",2,"60%>rep>10%","Female",1,2,"White"
"5922",1,"60%>rep>10%","Female",2,2,"White"
"5923",2,"60%>rep>10%","Female",1,3,"White"
"5924",2,"60%>rep>10%","Female",1,2,"White"
"5925",2,"60%>rep>10%","Male",1,1,"White"
"5926",2,"60%>rep>10%","Male",1,2,"White"
"5927",2,"60%>rep>10%","Female",2,1,"White"
"5928",2,"60%>rep>10%","Female",1,2,"White"
"5929",1,"60%>rep>10%","Male",1,2,"White"
"5930",2,"60%>rep>10%","Male",2,3,"White"
"5931",1,"60%>rep>10%","Female",3,3,"White"
"5932",2,"60%>rep>10%","Female",2,3,"White"
"5933",2,"60%>rep>10%","Female",3,4,"White"
"5934",2,"60%>rep>10%","Female",2,1,"White"
"5935",2,"60%>rep>10%","Female",1,1,"White"
"5936",2,"60%>rep>10%","Female",1,1,"White"
"5937",1,"60%>rep>10%","Male",3,3,"White"
"5938",2,"60%>rep>10%","Male",3,1,"White"
"5939",1,"60%>rep>10%","Female",1,2,"White"
"5940",2,"60%>rep>10%","Female",1,1,"White"
"5941",3,"60%>rep>10%","Male",3,4,"White"
"5942",2,"60%>rep>10%","Female",3,3,"White"
"5943",2,"60%>rep>10%","Male",1,3,"White"
"5944",2,"60%>rep>10%","Male",1,3,"White"
"5945",2,"60%>rep>10%","Female",3,2,"White"
"5946",1,"60%>rep>10%","Male",2,3,"White"
"5947",2,"60%>rep>10%","Female",1,1,"White"
"5948",1,"60%>rep>10%","Male",1,2,"White"
"5949",2,"60%>rep>10%","Male",1,3,"White"
"5950",2,"60%>rep>10%","Female",3,3,"White"
"5951",3,"60%>rep>10%","Male",2,3,"White"
"5952",2,"60%>rep>10%","Female",1,2,"White"
"5953",2,"60%>rep>10%","Male",3,2,"White"
"5954",2,"60%>rep>10%","Female",2,1,"White"
"5955",3,"60%>rep>10%","Male",2,3,"White"
"5956",3,"60%>rep>10%","Male",3,4,"White"
"5957",2,"60%>rep>10%","Female",2,4,"White"
"5958",2,"60%>rep>10%","Female",2,1,"White"
"5959",2,"60%>rep>10%","Female",3,4,"White"
"5960",1,"60%>rep>10%","Female",2,3,"White"
"5961",3,"60%>rep>10%","Male",3,4,"White"
"5962",2,"60%>rep>10%","Female",2,1,"White"
"5963",2,"60%>rep>10%","Female",2,1,"White"
"5964",2,"60%>rep>10%","Female",1,4,"White"
"5965",2,"60%>rep>10%","Male",3,3,"White"
"5966",2,"60%>rep>10%","Female",2,2,"White"
"5967",2,"60%>rep>10%","Female",3,3,"White"
"5968",1,"60%>rep>10%","Female",3,2,"White"
"5969",2,"60%>rep>10%","Male",2,2,"White"
"5970",2,"60%>rep>10%","Female",2,3,"White"
"5971",2,"60%>rep>10%","Female",3,2,"White"
"5972",1,"60%>rep>10%","Female",3,2,"Black"
"5973",2,"60%>rep>10%","Female",3,5,"White"
"5974",2,"60%>rep>10%","Female",3,3,"White"
"5975",1,"60%>rep>10%","Female",1,3,"White"
"5976",1,"60%>rep>10%","Female",1,1,"White"
"5977",2,"60%>rep>10%","Female",1,3,"White"
"5978",2,"60%>rep>10%","Female",2,3,"White"
"5979",1,"60%>rep>10%","Male",2,2,"Black"
"5980",1,"60%>rep>10%","Male",1,2,"White"
"5981",2,"60%>rep>10%","Female",3,2,"White"
"5982",2,"60%>rep>10%","Male",3,3,"White"
"5983",1,"60%>rep>10%","Male",1,3,"White"
"5984",2,"60%>rep>10%","Male",2,4,"White"
"5985",1,"60%>rep>10%","Female",2,4,"White"
"5986",2,"60%>rep>10%","Female",2,2,"White"
"5987",1,"60%>dem>10%","Female",2,1,"White"
"5988",2,"60%>dem>10%","Male",1,3,"White"
"5989",1,"60%>dem>10%","Female",2,1,"Black"
"5990",1,"60%>dem>10%","Female",1,2,"White"
"5991",1,"60%>dem>10%","Male",2,2,"White"
"5992",1,"60%>dem>10%","Female",2,1,"Asian"
"5993",1,"60%>dem>10%","Female",1,2,"White"
"5994",2,"60%>dem>10%","Female",1,1,"White"
